chromosome	start	stop	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	L11	L12	L13	L14	L15	phylogeny	sites	length	origin
APscaff0004ScX6Gil_120HRSCAF510	5372669	5374416	-3664.081312	-3654.599958	-3664.055234	-3658.148134	-3658.144832	-3657.961925	-3658.153336	-3664.245496	-3664.081761	-3662.867613	-3662.867687	-3660.360265	-3662.143686	-3662.143593	-3659.81783	A	2360	497	others
APscaff0004ScX6Gil_120HRSCAF510	5375676	5376425	-4283.565179	-4289.281864	-4279.928531	-4279.963157	-4274.605434	-4275.575567	-4289.56212	-4289.917436	-4288.034383	-4283.565591	-4289.466192	-4289.225236	-4279.928132	-4287.097847	-4288.677203	A	2434	325	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	5385552	5387669	-3946.993152	-3949.486986	-3951.482005	-3951.69329	-3948.735784	-3951.378597	-3954.368532	-3951.482067	-3948.314996	-3947.524555	-3950.781664	-3947.601737	-3943.822326	-3941.9867	-3942.706993	A	2832	389	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	5392935	5394909	-3767.386132	-3762.32325	-3760.581966	-3763.435262	-3767.641357	-3762.670669	-3757.141773	-3759.47879	-3761.936021	-3768.604907	-3764.450814	-3766.262599	-3762.766225	-3767.305039	-3765.655827	A	2495	331	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	5469655	5477205	-2454.091723	-2449.383861	-2445.517196	-2443.154467	-2443.787531	-2442.300018	-2451.364637	-2447.238059	-2453.766066	-2452.199414	-2445.94266	-2449.7481	-2449.244961	-2452.622039	-2449.824775	C	2072	276	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	5556803	5561356	-3094.835936	-3098.622723	-3098.185838	-3099.592116	-3096.285459	-3100.348562	-3089.76334	-3090.088101	-3086.08958	-3097.705142	-3098.35733	-3099.623017	-3101.359928	-3095.91863	-3099.874719	A	2891	343	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	5635579	5638086	-5797.350628	-5795.668715	-5794.944017	-5795.353888	-5800.185856	-5795.356465	-5790.079891	-5789.642227	-5789.997432	-5789.804506	-5787.897773	-5786.044777	-5796.296444	-5793.035652	-5799.273168	C	6237	794	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	5697190	5714518	-6667.578978	-6650.774191	-6663.953291	-6650.527281	-6651.595081	-6647.714351	-6645.832954	-6662.908809	-6662.54262	-6667.195809	-6667.020926	-6666.860432	-6660.77965	-6665.532702	-6664.46771	A	6586	927	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	5921447	5923166	-3940.025953	-3931.257644	-3942.405688	-3940.32645	-3939.060128	-3941.46144	-3941.099487	-3942.405568	-3944.099891	-3939.492302	-3942.024361	-3932.057974	-3934.552336	-3934.981575	-3929.923454	J	2168	721	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6044331	6044858	-1507.490465	-1508.336324	-1500.901079	-1508.533446	-1508.533386	-1505.209843	-1503.567696	-1497.631993	-1503.459754	-1506.968156	-1500.424334	-1506.968111	-1504.537501	-1507.147291	-1507.297937	C	1123	176	others
APscaff0004ScX6Gil_120HRSCAF510	6047091	6053680	-5800.603996	-5807.453772	-5809.870652	-5807.450241	-5804.504258	-5807.362289	-5808.479845	-5808.503892	-5802.060945	-5805.783045	-5809.118704	-5806.492701	-5803.279003	-5801.802492	-5801.845935	A	2799	602	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6068783	6079946	-8869.39906	-8845.972212	-8864.503772	-8855.255041	-8860.98158	-8860.541393	-8855.255419	-8864.494212	-8870.226986	-8862.57911	-8861.352587	-8846.209488	-8868.728333	-8869.544368	-8853.115202	C	7012	1171	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6094976	6095940	-1185.249799	-1186.59251	-1186.249835	-1186.230463	-1184.957205	-1186.009832	-1186.781437	-1186.24981	-1186.228568	-1184.658616	-1185.412166	-1185.781026	-1186.439738	-1186.037503	-1186.607837	A	656	78	others
APscaff0004ScX6Gil_120HRSCAF510	6097433	6101738	-8692.241034	-8689.465461	-8691.011171	-8686.893828	-8688.170345	-8687.518969	-8688.718555	-8689.905695	-8690.885602	-8693.251917	-8691.040103	-8693.135132	-8691.82161	-8692.185452	-8692.455913	C	3846	746	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6103557	6108215	-3281.599423	-3277.383266	-3279.963419	-3277.622738	-3281.464141	-3281.464234	-3277.622624	-3279.779463	-3281.483498	-3279.73576	-3279.735741	-3277.128637	-3281.798839	-3281.599429	-3279.200954	A	2668	379	others
APscaff0004ScX6Gil_120HRSCAF510	6273597	6275623	-2701.196366	-2700.378021	-2698.708282	-2695.060956	-2695.582346	-2695.986858	-2699.451579	-2697.159507	-2700.075619	-2700.792194	-2697.239968	-2701.119675	-2702.223727	-2702.059315	-2702.794864	A	1671	331	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6346917	6358479	-4077.783807	-4073.174216	-4067.388766	-4071.718507	-4072.456931	-4068.706936	-4075.902509	-4070.613018	-4078.26973	-4075.725294	-4070.443787	-4070.623954	-4072.608614	-4076.839088	-4072.006083	C	2995	454	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6373414	6392540	-14829.17832	-14830.53451	-14811.15808	-14811.78514	-14810.68749	-14802.9476	-14828.19291	-14823.46801	-14827.60984	-14829.89182	-14825.31827	-14831.23716	-14812.06864	-14826.99236	-14828.73107	A	9728	2527	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6503042	6507295	-2426.301747	-2429.10258	-2427.491706	-2427.808842	-2426.156735	-2426.427894	-2427.948476	-2427.88357	-2426.959317	-2427.122049	-2429.000726	-2429.068519	-2425.302161	-2425.24309	-2426.490718	A	2465	335	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6508290	6513756	-7715.707874	-7712.890926	-7722.016385	-7722.203261	-7724.056868	-7721.69761	-7720.802995	-7721.834184	-7714.155274	-7722.931849	-7723.107762	-7713.948556	-7716.465738	-7712.529962	-7706.721405	A	5704	984	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6513894	6520862	-6870.946696	-6866.795615	-6866.272741	-6866.537173	-6864.909368	-6862.450341	-6866.795722	-6870.056348	-6872.641547	-6867.902414	-6867.902261	-6867.902401	-6868.484672	-6871.199991	-6871.199596	A	5751	917	oldgenes
APscaff0004ScX6Gil_120HRSCAF510	6520891	6521118	-845.4192361	-847.7526302	-842.8614247	-848.2985935	-847.2710511	-845.9140757	-844.1355661	-841.7615301	-841.602167	-843.9762486	-842.7648676	-843.6955006	-844.442418	-843.9185566	-846.1612444	A	571	64	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6524318	6527842	-3169.557897	-3178.767737	-3178.460851	-3176.915747	-3174.527934	-3178.071776	-3170.13612	-3171.88102	-3165.947153	-3172.221351	-3176.485964	-3177.997206	-3179.880081	-3173.495794	-3181.429471	A	2934	345	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6707344	6707970	-1624.544277	-1619.298007	-1618.363759	-1619.247268	-1623.180553	-1619.896883	-1618.048817	-1617.689015	-1620.692938	-1621.635058	-1618.58013	-1620.369612	-1619.896931	-1624.544268	-1621.535873	J	707	179	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6778314	6779817	-4176.600862	-4178.940597	-4181.401445	-4178.940597	-4176.600862	-4181.401443	-4178.940606	-4181.401445	-4176.600862	-4176.600856	-4181.401443	-4178.940597	-4181.401443	-4176.600865	-4178.940605	L	2051	701	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6782104	6784238	-2773.141061	-2779.736738	-2777.342972	-2778.878325	-2773.141057	-2781.661638	-2771.629523	-2771.37725	-2772.755663	-2770.144224	-2773.255932	-2776.018534	-2782.953686	-2782.633009	-2782.953663	A	1849	234	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6785562	6790090	-2755.439685	-2763.970367	-2759.764722	-2763.373941	-2758.7411	-2763.306441	-2757.973177	-2754.820899	-2755.048948	-2757.700254	-2760.224491	-2761.451583	-2759.710829	-2757.040177	-2760.279088	A	2481	285	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6797952	6802809	-5245.670679	-5244.504075	-5243.856874	-5244.504123	-5245.127191	-5245.127167	-5243.637778	-5242.610391	-5244.673287	-5243.546896	-5243.546881	-5243.547106	-5246.476321	-5245.670763	-5246.429947	D	3854	993	others
APscaff0004ScX6Gil_120HRSCAF510	6810866	6816754	-3778.064682	-3774.484514	-3778.882653	-3772.788358	-3772.788777	-3772.745825	-3772.109957	-3776.452663	-3775.432287	-3777.212624	-3777.150243	-3777.212577	-3779.618999	-3778.064745	-3779.665499	A	4711	605	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6848352	6849721	-3936.802748	-3932.753397	-3934.362602	-3935.812312	-3939.788394	-3934.355972	-3935.812152	-3939.798518	-3936.798251	-3939.721722	-3939.72172	-3935.645213	-3930.375185	-3931.330533	-3928.122436	A	2952	449	others
APscaff0004ScX6Gil_120HRSCAF510	6855784	6856941	-3353.769194	-3353.385225	-3357.157567	-3348.671605	-3352.853827	-3352.078033	-3347.303473	-3351.353076	-3349.589782	-3355.78661	-3355.661379	-3355.856651	-3357.190306	-3353.790244	-3358.364599	A	3467	386	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6858067	6864637	-3986.883017	-3983.954195	-3988.780845	-3978.385441	-3978.385765	-3978.38569	-3983.410647	-3987.214208	-3985.034657	-3987.332231	-3986.039254	-3986.08269	-3985.26081	-3985.124149	-3984.144033	A	6168	731	oldgenes
APscaff0004ScX6Gil_120HRSCAF510	6870885	6872541	-3002.783725	-3008.038034	-3004.65428	-3001.81722	-2999.144539	-3002.435319	-2999.776457	-2997.240986	-2995.465871	-3003.411353	-3004.253308	-3007.216764	-3007.492341	-3003.448372	-3007.951285	C	2072	311	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	6909084	6918458	-5201.327389	-5198.432534	-5195.83992	-5199.604246	-5199.733429	-5199.733385	-5197.846219	-5195.76584	-5199.740699	-5197.836203	-5195.839984	-5196.713553	-5199.938762	-5199.938813	-5199.921464	A	3911	791	oldgenes
APscaff0004ScX6Gil_120HRSCAF510	7008335	7010561	-2297.564358	-2297.465812	-2294.599238	-2297.050792	-2297.07556	-2297.075331	-2294.175897	-2293.35148	-2294.284766	-2297.432614	-2294.599417	-2297.432231	-2297.563826	-2297.564003	-2297.563635	A	2953	363	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7011858	7013630	-5705.857437	-5704.825568	-5700.861106	-5705.68624	-5705.442722	-5704.037958	-5704.700134	-5700.565931	-5704.600658	-5704.700119	-5700.16967	-5703.821335	-5698.43399	-5698.923717	-5698.776265	A	3299	434	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7056161	7056775	-1554.366568	-1554.12825	-1555.176978	-1556.555266	-1554.36626	-1555.042966	-1556.486927	-1555.681152	-1556.178583	-1552.494036	-1552.679088	-1551.734901	-1554.163089	-1555.076644	-1553.140448	J	1080	350	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7061846	7070498	-4118.274007	-4122.26551	-4125.171954	-4123.858219	-4118.969322	-4123.738971	-4124.558889	-4124.389621	-4121.375173	-4119.638027	-4125.482238	-4121.442282	-4118.256251	-4119.151358	-4117.122578	A	4248	545	others
APscaff0004ScX6Gil_120HRSCAF510	7073687	7075473	-1629.702842	-1628.885186	-1621.803152	-1629.075702	-1629.075451	-1623.490698	-1625.97144	-1623.244872	-1625.971226	-1628.043674	-1623.472062	-1627.330606	-1623.507139	-1629.703064	-1628.88506	A	1713	197	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7096120	7103170	-6931.928308	-6924.113321	-6932.059765	-6924.147935	-6924.29722	-6923.181959	-6924.217451	-6933.019078	-6931.256168	-6932.483604	-6932.484376	-6931.759459	-6929.6396	-6930.540545	-6930.160239	A	4486	749	oldgenes
APscaff0004ScX6Gil_120HRSCAF510	7188803	7194895	-1686.650087	-1681.792132	-1682.909135	-1678.620853	-1682.687538	-1681.140735	-1680.896334	-1682.377966	-1684.962666	-1685.34371	-1682.719458	-1684.026446	-1684.680795	-1686.650027	-1685.348284	A	1535	190	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7476622	7481637	-3942.670566	-3944.485149	-3943.479059	-3944.485149	-3942.670566	-3943.479052	-3944.485158	-3943.479056	-3942.670566	-3942.670565	-3943.47905	-3944.485149	-3943.479056	-3942.670566	-3944.485158	K	2115	553	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7508466	7516522	-6074.855935	-6078.6504	-6080.418387	-6077.927375	-6075.561887	-6077.979446	-6078.76181	-6080.555434	-6074.942845	-6077.447163	-6080.064573	-6079.569479	-6077.430786	-6074.942858	-6077.122059	A	4689	625	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7525301	7526125	-2370.414954	-2368.768647	-2378.939367	-2370.344519	-2374.249095	-2376.056122	-2367.120085	-2372.305546	-2364.688831	-2376.69085	-2378.940395	-2370.162715	-2376.929662	-2369.762496	-2369.013308	D	1804	281	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7596563	7600598	-4850.130958	-4864.982224	-4859.761877	-4859.821235	-4857.405457	-4855.728783	-4863.622468	-4863.432054	-4851.809362	-4855.417512	-4856.310678	-4857.797749	-4854.211526	-4849.506625	-4857.814829	A	4135	489	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7603386	7611177	-5488.352041	-5486.554212	-5491.394828	-5483.957789	-5484.113728	-5480.852935	-5486.968218	-5494.328465	-5487.20328	-5494.11102	-5492.909381	-5492.705283	-5482.409815	-5485.612505	-5484.391132	A	6701	827	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7633070	7639060	-3254.072746	-3251.267275	-3247.278216	-3252.704955	-3253.043828	-3250.297888	-3252.989208	-3249.841612	-3254.591335	-3240.470519	-3240.783101	-3239.138952	-3248.968986	-3251.239746	-3248.56681	A	3721	443	oldgenes
APscaff0004ScX6Gil_120HRSCAF510	7645942	7648755	-2934.492829	-2940.350913	-2939.480838	-2941.03561	-2938.697389	-2939.884636	-2941.13094	-2940.611332	-2936.26414	-2936.324903	-2936.868503	-2936.239343	-2935.81726	-2935.035511	-2936.518276	C	2192	311	others
APscaff0004ScX6Gil_120HRSCAF510	7650375	7653764	-2965.874327	-2975.254294	-2974.688406	-2974.920803	-2969.957814	-2974.548046	-2971.809003	-2971.618842	-2967.892877	-2969.989942	-2974.972651	-2975.092451	-2971.782714	-2970.323555	-2972.145777	A	1786	248	others
APscaff0004ScX6Gil_120HRSCAF510	7655308	7659941	-5293.12987	-5292.401526	-5292.041936	-5287.94511	-5287.908642	-5290.438652	-5290.452686	-5290.00903	-5293.64553	-5290.56687	-5291.488204	-5293.254522	-5294.018059	-5294.259536	-5294.259735	A	3895	582	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7663691	7666690	-9904.901999	-9893.92357	-9891.764695	-9890.538462	-9896.250368	-9893.711377	-9892.726848	-9885.362909	-9899.576627	-9899.999379	-9886.568892	-9897.540554	-9900.103617	-9903.021999	-9901.229394	C	6500	1007	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7667984	7673644	-3896.407482	-3897.14648	-3896.066169	-3896.747999	-3896.748068	-3896.737594	-3897.146507	-3896.066224	-3896.407402	-3896.167595	-3895.879307	-3896.167467	-3895.234233	-3895.242682	-3895.242607	D	2471	435	others
APscaff0004ScX6Gil_120HRSCAF510	7674405	7680647	-4215.834102	-4211.388125	-4215.83283	-4208.346126	-4211.76353	-4211.763476	-4212.542836	-4215.634261	-4215.634477	-4215.833955	-4215.84952	-4211.587909	-4215.834058	-4215.834199	-4211.587918	A	4334	711	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7681852	7683396	-2841.769382	-2841.949106	-2844.148831	-2843.31404	-2844.594328	-2844.148698	-2839.53183	-2840.353971	-2837.75157	-2844.453595	-2845.029914	-2842.594226	-2843.341569	-2841.400462	-2842.487745	A	1819	223	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7684454	7693597	-4904.586615	-4903.941154	-4898.276857	-4903.941325	-4904.440336	-4904.440258	-4903.199702	-4898.198317	-4904.041278	-4898.854771	-4898.276659	-4898.854588	-4904.586684	-4904.586445	-4904.586541	A	4315	819	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7719691	7732538	-6040.566708	-6042.503592	-6031.773126	-6043.985945	-6044.404361	-6044.153767	-6043.15228	-6031.19662	-6040.158092	-6030.272332	-6030.272357	-6028.608089	-6041.757592	-6040.566653	-6039.660188	C	5798	944	others
APscaff0004ScX6Gil_120HRSCAF510	7741390	7757909	-6979.199987	-6979.657905	-6984.131893	-6979.311269	-6977.378298	-6979.748524	-6978.701215	-6983.933207	-6979.770827	-6980.158588	-6982.709558	-6982.785097	-6988.133422	-6980.429552	-6988.133259	I	4261	1115	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7775561	7775926	-1562.544674	-1551.692535	-1560.394583	-1557.790232	-1562.121302	-1561.689285	-1556.701807	-1560.394519	-1561.526113	-1562.247278	-1560.394634	-1552.133609	-1561.92622	-1562.133694	-1552.319812	C	1314	197	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7826331	7833049	-5584.795393	-5588.924583	-5581.746052	-5586.910866	-5583.869879	-5586.628804	-5586.452184	-5580.262709	-5585.027249	-5582.633939	-5581.746056	-5585.776407	-5588.171278	-5587.28588	-5588.526773	A	4028	546	others
APscaff0004ScX6Gil_120HRSCAF510	7837774	7842969	-4240.519265	-4244.262283	-4238.872882	-4242.757138	-4240.819047	-4238.146567	-4244.264905	-4243.044707	-4242.041693	-4241.063308	-4242.676412	-4242.94048	-4238.45211	-4242.041777	-4243.222602	A	3119	388	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	7888464	7889912	-1888.886512	-1886.687776	-1885.82211	-1881.633156	-1881.278694	-1881.072819	-1887.349573	-1890.436717	-1890.338492	-1888.871417	-1890.326962	-1888.41921	-1885.821863	-1890.328678	-1888.435088	A	1598	182	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8036346	8038162	-2768.410934	-2776.165822	-2776.080984	-2775.465821	-2770.881098	-2775.546232	-2775.735359	-2775.634585	-2768.928237	-2769.654919	-2773.520059	-2773.520192	-2776.075076	-2769.366744	-2776.075052	C	1813	279	others
APscaff0004ScX6Gil_120HRSCAF510	8070249	8086805	-12099.04319	-12111.6925	-12096.15809	-12106.95388	-12102.79809	-12101.45089	-12100.03622	-12093.59738	-12096.04525	-12098.162	-12093.30827	-12103.39644	-12103.36852	-12103.15031	-12108.45504	A	11105	1467	oldgenes
APscaff0004ScX6Gil_120HRSCAF510	8101526	8102548	-2366.912017	-2364.837791	-2367.47971	-2360.938413	-2360.945608	-2364.591071	-2362.069562	-2365.1863	-2367.379592	-2366.911907	-2368.372566	-2373.293629	-2371.751153	-2373.992934	-2372.977055	I	1800	331	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8149882	8156255	-11614.25826	-11654.02782	-11645.71386	-11654.0242	-11654.02409	-11645.71386	-11654.02784	-11654.02772	-11614.25816	-11654.02785	-11654.02784	-11654.02787	-11547.59615	-11556.36359	-11556.36368	B	5305	1249	others
APscaff0004ScX6Gil_120HRSCAF510	8196248	8202192	-3632.579352	-3632.578191	-3628.678962	-3632.578175	-3632.578942	-3632.577821	-3632.57789	-3628.679107	-3632.578374	-3628.677555	-3628.678622	-3628.677915	-3632.578241	-3632.579071	-3632.578639	A	4950	643	others
APscaff0004ScX6Gil_120HRSCAF510	8208493	8211764	-1647.29803	-1647.628653	-1648.733964	-1647.628653	-1647.29803	-1648.733884	-1647.628418	-1648.733964	-1647.29803	-1647.298028	-1648.733884	-1647.628653	-1648.733961	-1647.297852	-1647.628416	L	1030	349	others
APscaff0004ScX6Gil_120HRSCAF510	8216356	8217444	-5272.03726	-5271.479885	-5275.962527	-5273.130403	-5277.352372	-5278.433251	-5266.539956	-5268.064637	-5263.381048	-5275.018664	-5274.189999	-5272.644465	-5278.765008	-5272.191464	-5274.873732	C	2901	393	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8221609	8223527	-5415.587993	-5411.965189	-5418.942721	-5413.485443	-5415.775099	-5418.955844	-5413.427931	-5418.477761	-5417.650939	-5415.135402	-5417.131218	-5414.597186	-5417.720378	-5416.963633	-5414.664077	H	2368	495	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8226638	8231378	-3675.056061	-3674.332038	-3672.024623	-3674.332038	-3675.056061	-3672.024624	-3674.332035	-3672.024623	-3675.056061	-3675.056064	-3672.024624	-3674.332038	-3672.024623	-3675.05606	-3674.332035	L	2042	633	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8313874	8315752	-5182.854845	-5176.406956	-5180.806393	-5181.836582	-5183.633093	-5183.050167	-5181.505819	-5180.806487	-5182.601292	-5170.519117	-5169.366283	-5165.780776	-5181.927075	-5181.828972	-5176.406951	E	2188	437	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8323728	8327745	-10285.52263	-10282.91013	-10279.74493	-10283.85781	-10285.50268	-10279.52284	-10279.92804	-10276.05925	-10278.2873	-10287.44633	-10280.86008	-10284.28632	-10272.65413	-10278.10135	-10278.10141	D	5250	1375	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8327912	8334852	-12023.19496	-12036.59574	-12032.0209	-12036.45366	-12032.65277	-12039.6094	-12029.34629	-12026.65895	-12024.89676	-12029.64229	-12030.08346	-12036.62333	-12039.16235	-12029.77362	-12041.19185	A	8433	1509	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8347221	8348048	-1723.674601	-1723.967351	-1704.828199	-1724.024545	-1724.024601	-1717.608709	-1721.787286	-1707.013948	-1721.606537	-1713.547879	-1707.026773	-1713.527247	-1717.471063	-1723.53473	-1723.526602	A	1197	206	others
APscaff0004ScX6Gil_120HRSCAF510	8371260	8372357	-2066.933973	-2059.472376	-2064.346905	-2057.306257	-2057.316688	-2056.350094	-2062.134465	-2064.574114	-2068.586636	-2066.469192	-2064.615041	-2062.589367	-2065.547335	-2068.791227	-2062.904794	J	1265	279	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8512258	8513430	-3774.860506	-3777.100225	-3768.746991	-3777.361424	-3776.342718	-3775.809302	-3771.081035	-3768.306861	-3769.792934	-3774.728211	-3768.484414	-3776.016213	-3775.359892	-3773.463424	-3775.589048	D	1888	364	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8514063	8518254	-4665.752274	-4666.44968	-4658.849985	-4666.064716	-4665.227248	-4665.31772	-4666.544863	-4658.993742	-4668.076855	-4660.075021	-4655.222681	-4661.019671	-4664.21603	-4666.461258	-4665.921543	A	3792	475	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8523226	8533273	-4831.25324	-4834.238894	-4833.762196	-4834.238637	-4834.238645	-4834.23864	-4829.872954	-4830.271381	-4827.66846	-4835.12856	-4833.762386	-4835.128811	-4832.737338	-4831.253435	-4832.737593	A	3415	713	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8566733	8577852	-5372.82903	-5374.849313	-5376.398292	-5379.463807	-5379.569707	-5376.336521	-5378.465404	-5378.621533	-5371.835322	-5379.634319	-5379.633198	-5374.934753	-5368.937606	-5371.215184	-5367.320861	A	4376	643	others
APscaff0004ScX6Gil_120HRSCAF510	8595632	8598315	-6557.207757	-6552.849087	-6554.743175	-6549.621541	-6550.365045	-6550.665587	-6552.756012	-6554.671561	-6557.238028	-6549.909064	-6550.776353	-6550.455863	-6557.484709	-6557.788475	-6557.301647	A	4015	538	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8662734	8673191	-7435.017218	-7438.320152	-7440.275666	-7434.298444	-7431.650048	-7434.298301	-7438.311299	-7440.275665	-7439.407048	-7435.597964	-7440.227577	-7440.224019	-7439.638838	-7439.416906	-7439.638844	A	4499	825	others
APscaff0004ScX6Gil_120HRSCAF510	8678868	8679829	-1641.888641	-1644.35729	-1643.414844	-1644.35729	-1641.888641	-1643.414748	-1644.357298	-1643.414805	-1641.888641	-1641.888618	-1643.414709	-1644.35729	-1643.414805	-1641.888641	-1644.357298	K	812	246	others
APscaff0004ScX6Gil_120HRSCAF510	8705489	8712036	-6011.591231	-6016.515331	-6017.206443	-6014.061153	-6012.771938	-6012.111493	-6020.220676	-6018.18708	-6015.322388	-6012.37257	-6016.766085	-6014.246193	-6011.014851	-6011.677436	-6013.568558	A	4902	1127	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8770526	8785708	-5161.49399	-5160.02704	-5160.33774	-5160.045183	-5160.095561	-5160.048486	-5159.239817	-5159.764753	-5160.641677	-5160.566694	-5160.337806	-5160.566691	-5161.427119	-5161.427628	-5161.427114	A	5723	803	others
APscaff0004ScX6Gil_120HRSCAF510	8803189	8805649	-1420.687085	-1423.046701	-1422.47785	-1421.691859	-1420.176556	-1421.700462	-1419.885031	-1419.498695	-1419.81547	-1421.195566	-1422.477736	-1423.210885	-1422.860273	-1421.617358	-1422.860205	B	1242	160	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8807664	8809924	-4546.346718	-4543.800005	-4546.214295	-4543.822891	-4545.139934	-4545.139929	-4543.618039	-4544.916151	-4544.961901	-4546.214386	-4546.133738	-4546.050537	-4546.346736	-4546.346722	-4546.054295	F	2021	469	others
APscaff0004ScX6Gil_120HRSCAF510	8851379	8852255	-1462.625677	-1459.043732	-1461.260761	-1466.231459	-1466.563227	-1465.24797	-1465.430556	-1461.977145	-1461.564959	-1461.830181	-1459.665801	-1454.779526	-1458.762597	-1456.945251	-1458.412828	A	970	122	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8947256	8953399	-7595.431547	-7520.936862	-7596.249084	-7560.051671	-7595.431333	-7596.070382	-7560.549225	-7595.919645	-7596.244015	-7578.085751	-7578.639816	-7534.220811	-7583.031324	-7583.031462	-7536.735943	A	4212	613	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	8966878	8972171	-2173.921092	-2170.761582	-2169.77332	-2166.544894	-2167.966191	-2167.965831	-2169.542003	-2167.647364	-2170.935917	-2170.083819	-2167.030675	-2167.346019	-2172.014964	-2172.015298	-2169.096705	A	2976	332	oldgenes
APscaff0004ScX6Gil_120HRSCAF510	8974725	8979017	-3507.36379	-3504.651937	-3502.030016	-3503.503052	-3503.5031	-3503.467557	-3505.281276	-3502.070495	-3507.363687	-3500.769115	-3499.321241	-3500.768982	-3506.330701	-3506.805042	-3506.096955	A	2686	341	others
APscaff0004ScX6Gil_120HRSCAF510	8980556	8989637	-7446.188018	-7459.372299	-7452.767623	-7460.714359	-7460.939843	-7461.05841	-7454.813812	-7448.141389	-7440.955717	-7456.163049	-7452.09091	-7455.502377	-7452.872103	-7446.187856	-7451.64203	A	6558	923	oldgenes
APscaff0004ScX6Gil_120HRSCAF510	9001441	9002463	-2585.545848	-2577.611951	-2580.033428	-2577.235179	-2581.319206	-2576.50556	-2575.719383	-2577.956177	-2578.794598	-2577.486478	-2576.753741	-2573.581228	-2580.0336	-2585.499492	-2579.927079	D	2250	322	long_or_complete
APscaff0004ScX6Gil_120HRSCAF510	9010759	9011979	-4055.967137	-4061.327462	-4056.155982	-4057.895589	-4059.246377	-4059.296881	-4057.011815	-4052.18925	-4055.216167	-4054.294354	-4051.491652	-4054.391744	-4060.571932	-4057.180418	-4059.878094	A	3159	370	long_or_complete
